Accession,Protein,Organism_Name,Species,Genotype,Isolate,GenBank_Title,Length,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
WEY06225,RNA-dependent RNA polymerase,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002304_C035,RNA-dependent RNA polymerase [Sudan ebolavirus],2210,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-24,2023-08-08,ssRNA(-)
WEY06226,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002305_C036,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-24,2023-08-08,ssRNA(-)
WEY06227,polymerase complex protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002305_C036,polymerase complex protein [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-24,2023-08-08,ssRNA(-)
WEY06228,matrix protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002305_C036,matrix protein [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-24,2023-08-08,ssRNA(-)
WEY06229,sGP,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002305_C036,sGP [Sudan ebolavirus],372,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-24,2023-08-08,ssRNA(-)
WEY06230,spike glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002305_C036,spike glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-24,2023-08-08,ssRNA(-)
WEY06231,secreted glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002305_C036,"secreted glycoprotein, partial [Sudan ebolavirus]",239,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-24,2023-08-08,ssRNA(-)
WEY06232,minor nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002305_C036,minor nucleoprotein [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-24,2023-08-08,ssRNA(-)
WEY06233,membrane-associated protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002305_C036,membrane-associated protein [Sudan ebolavirus],251,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-24,2023-08-08,ssRNA(-)
WEY06234,RNA-dependent RNA polymerase,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002305_C036,RNA-dependent RNA polymerase [Sudan ebolavirus],2210,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-24,2023-08-08,ssRNA(-)
WEY06235,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002388_C053,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-27,2023-08-08,ssRNA(-)
WEY06236,polymerase complex protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002388_C053,polymerase complex protein [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-27,2023-08-08,ssRNA(-)
WEY06237,matrix protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002388_C053,matrix protein [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-27,2023-08-08,ssRNA(-)
WEY06238,sGP,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002388_C053,sGP [Sudan ebolavirus],372,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-27,2023-08-08,ssRNA(-)
WEY06239,spike glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002388_C053,spike glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-27,2023-08-08,ssRNA(-)
WEY06240,secreted glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002388_C053,secreted glycoprotein [Sudan ebolavirus],318,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-27,2023-08-08,ssRNA(-)
WEY06241,minor nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002388_C053,minor nucleoprotein [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-27,2023-08-08,ssRNA(-)
WEY06242,membrane-associated protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002388_C053,membrane-associated protein [Sudan ebolavirus],251,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-27,2023-08-08,ssRNA(-)
WEY06243,RNA-dependent RNA polymerase,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002388_C053,RNA-dependent RNA polymerase [Sudan ebolavirus],2210,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-27,2023-08-08,ssRNA(-)
WEY06244,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002492_C061,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-29,2023-08-08,ssRNA(-)
WEY06245,polymerase complex protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002492_C061,polymerase complex protein [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-29,2023-08-08,ssRNA(-)
WEY06246,matrix protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002492_C061,matrix protein [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-29,2023-08-08,ssRNA(-)
WEY06247,sGP,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002492_C061,sGP [Sudan ebolavirus],372,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-29,2023-08-08,ssRNA(-)
WEY06248,spike glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002492_C061,spike glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-29,2023-08-08,ssRNA(-)
WEY06249,secreted glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002492_C061,secreted glycoprotein [Sudan ebolavirus],318,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-29,2023-08-08,ssRNA(-)
WEY06250,minor nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002492_C061,minor nucleoprotein [Sudan ebolavirus],288,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-29,2023-08-08,ssRNA(-)
WEY06251,membrane-associated protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002492_C061,membrane-associated protein [Sudan ebolavirus],251,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-29,2023-08-08,ssRNA(-)
WEY06252,RNA-dependent RNA polymerase,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022002492_C061,RNA-dependent RNA polymerase [Sudan ebolavirus],2210,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-09-29,2023-08-08,ssRNA(-)
WEY06253,nucleoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003456_C092,nucleoprotein [Sudan ebolavirus],738,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-21,2023-08-08,ssRNA(-)
WEY06254,polymerase complex protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003456_C092,polymerase complex protein [Sudan ebolavirus],329,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-21,2023-08-08,ssRNA(-)
WEY06255,matrix protein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003456_C092,matrix protein [Sudan ebolavirus],326,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-21,2023-08-08,ssRNA(-)
WEY06256,sGP,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003456_C092,sGP [Sudan ebolavirus],372,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-21,2023-08-08,ssRNA(-)
WEY06257,spike glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003456_C092,spike glycoprotein [Sudan ebolavirus],676,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-21,2023-08-08,ssRNA(-)
WEY06258,secreted glycoprotein,Sudan ebolavirus,Orthoebolavirus sudanense,,Ebolavirus/H.sapiens-wt/Uganda/2022/2022003456_C092,secreted glycoprotein [Sudan ebolavirus],318,Uganda,Uganda,Homo sapiens,,"Balinandi,S., Whitmer,S., Mulei,S., Nassuna,C., Pimundu,G., Muyigi,T., Kainulainen,M., Shedroff,E., Krapiunaya,I., Scholte,F., Nyakarahuka,L., Tumusiime,A., Kyondo,J., Baluku,J., Kiconco,J., Harris,J.R., Ario,A.R., Kagirita,A., Bosa,H.K., Ssewanyana,I., Nabadda,S., Mwebesa,H.G., Aceng,J.R., Atwine,D., Lutwama,J.J., Shoemaker,T.R., Montgomery,J.M., Kaleebu,P., Klena,J.D., Montgomery,J., Klena,J.",2022-10-21,2023-08-08,ssRNA(-)
