Accession,Protein,Organism_Name,Species,Genotype,Isolate,GenBank_Title,Length,Geo_Location,Country,Host,Tissue_Specimen_Source,Submitters,Collection_Date,Release_Date,Molecule_type
ASU06439,RNA-dependent RNA polymerase,Reston ebolavirus,Orthoebolavirus restonense,,DrpZ52BF,RNA-dependent RNA polymerase [Reston ebolavirus],2212,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Ceneno,R., Rondina,M., Mercado,E.",2015-09-05,2018-08-01,ssRNA(-)
ASU06440,nucleoprotein,Reston ebolavirus,Orthoebolavirus restonense,,DrpZ210BG,nucleoprotein [Reston ebolavirus],739,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Ceneno,R., Rondina,M., Mercado,E.",2015-09-05,2018-08-01,ssRNA(-)
ASU06441,polymerase complex protein VP35,Reston ebolavirus,Orthoebolavirus restonense,,DrpZ210BG,polymerase complex protein VP35 [Reston ebolavirus],329,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Ceneno,R., Rondina,M., Mercado,E.",2015-09-05,2018-08-01,ssRNA(-)
ASU06442,matrix protein VP40,Reston ebolavirus,Orthoebolavirus restonense,,DrpZ210BG,matrix protein VP40 [Reston ebolavirus],331,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Ceneno,R., Rondina,M., Mercado,E.",2015-09-05,2018-08-01,ssRNA(-)
ASU06443,spike GP,Reston ebolavirus,Orthoebolavirus restonense,,DrpZ210BG,spike GP [Reston ebolavirus],677,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Ceneno,R., Rondina,M., Mercado,E.",2015-09-05,2018-08-01,ssRNA(-)
ASU06444,small secreted GP,Reston ebolavirus,Orthoebolavirus restonense,,DrpZ210BG,small secreted GP [Reston ebolavirus],367,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Ceneno,R., Rondina,M., Mercado,E.",2015-09-05,2018-08-01,ssRNA(-)
ASU06445,ssGP,Reston ebolavirus,Orthoebolavirus restonense,,DrpZ210BG,ssGP [Reston ebolavirus],331,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Ceneno,R., Rondina,M., Mercado,E.",2015-09-05,2018-08-01,ssRNA(-)
ASU06446,transcription activation factor VP30,Reston ebolavirus,Orthoebolavirus restonense,,DrpZ210BG,transcription activation factor VP30 [Reston ebolavirus],287,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Ceneno,R., Rondina,M., Mercado,E.",2015-09-05,2018-08-01,ssRNA(-)
ASU06447,membrane associated protein VP24,Reston ebolavirus,Orthoebolavirus restonense,,DrpZ210BG,membrane associated protein VP24 [Reston ebolavirus],251,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Ceneno,R., Rondina,M., Mercado,E.",2015-09-05,2018-08-01,ssRNA(-)
ASU06448,RNA-dependent RNA polymerase,Reston ebolavirus,Orthoebolavirus restonense,,DrpZ210BG,RNA-dependent RNA polymerase [Reston ebolavirus],2212,Philippines,Philippines,Macaca fascicularis,lymph,"Demetria,C., Smith,I., Tan,T., Villarico,D., Simon,E.M., Centeno,R., Tachedjian,M., Taniguchi,S., Shimojima,M., Miranda,N.L., Miranda,M.E., Rondina,M.M., Capistrano,R., Tandoc,A. III, Marsh,G., Eagles,D., Cruz,R., Fukushi,S., Ceneno,R., Rondina,M., Mercado,E.",2015-09-05,2018-08-01,ssRNA(-)
ARU80296,NP,Reston ebolavirus,Orthoebolavirus restonense,,USA_PA_1989_(813159),NP [Reston ebolavirus],739,USA,USA,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80297,VP35,Reston ebolavirus,Orthoebolavirus restonense,,USA_PA_1989_(813159),VP35 [Reston ebolavirus],329,USA,USA,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80298,VP40,Reston ebolavirus,Orthoebolavirus restonense,,USA_PA_1989_(813159),VP40 [Reston ebolavirus],331,USA,USA,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80299,sGP,Reston ebolavirus,Orthoebolavirus restonense,,USA_PA_1989_(813159),sGP [Reston ebolavirus],367,USA,USA,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80300,GP,Reston ebolavirus,Orthoebolavirus restonense,,USA_PA_1989_(813159),GP [Reston ebolavirus],677,USA,USA,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80301,VP30,Reston ebolavirus,Orthoebolavirus restonense,,USA_PA_1989_(813159),VP30 [Reston ebolavirus],287,USA,USA,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80302,VP24,Reston ebolavirus,Orthoebolavirus restonense,,USA_PA_1989_(813159),VP24 [Reston ebolavirus],251,USA,USA,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80303,L,Reston ebolavirus,Orthoebolavirus restonense,,USA_PA_1989_(813159),L [Reston ebolavirus],2212,USA,USA,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80304,NP,Reston ebolavirus,Orthoebolavirus restonense,,USA_VA_1989_(811952),NP [Reston ebolavirus],739,USA,USA,Macaca fascicularis,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80305,VP35,Reston ebolavirus,Orthoebolavirus restonense,,USA_VA_1989_(811952),VP35 [Reston ebolavirus],329,USA,USA,Macaca fascicularis,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80306,VP40,Reston ebolavirus,Orthoebolavirus restonense,,USA_VA_1989_(811952),VP40 [Reston ebolavirus],331,USA,USA,Macaca fascicularis,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80307,sGP,Reston ebolavirus,Orthoebolavirus restonense,,USA_VA_1989_(811952),sGP [Reston ebolavirus],367,USA,USA,Macaca fascicularis,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80308,GP,Reston ebolavirus,Orthoebolavirus restonense,,USA_VA_1989_(811952),GP [Reston ebolavirus],677,USA,USA,Macaca fascicularis,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80309,VP30,Reston ebolavirus,Orthoebolavirus restonense,,USA_VA_1989_(811952),VP30 [Reston ebolavirus],287,USA,USA,Macaca fascicularis,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80310,VP24,Reston ebolavirus,Orthoebolavirus restonense,,USA_VA_1989_(811952),VP24 [Reston ebolavirus],251,USA,USA,Macaca fascicularis,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80311,L,Reston ebolavirus,Orthoebolavirus restonense,,USA_VA_1989_(811952),L [Reston ebolavirus],2212,USA,USA,Macaca fascicularis,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80312,NP,Reston ebolavirus,Orthoebolavirus restonense,,USA_VA_1989_(813168),NP [Reston ebolavirus],739,USA,USA,Homo sapiens,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80313,VP35,Reston ebolavirus,Orthoebolavirus restonense,,USA_VA_1989_(813168),VP35 [Reston ebolavirus],329,USA,USA,Homo sapiens,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80314,VP40,Reston ebolavirus,Orthoebolavirus restonense,,USA_VA_1989_(813168),VP40 [Reston ebolavirus],331,USA,USA,Homo sapiens,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80315,sGP,Reston ebolavirus,Orthoebolavirus restonense,,USA_VA_1989_(813168),sGP [Reston ebolavirus],367,USA,USA,Homo sapiens,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80316,GP,Reston ebolavirus,Orthoebolavirus restonense,,USA_VA_1989_(813168),GP [Reston ebolavirus],677,USA,USA,Homo sapiens,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80317,VP30,Reston ebolavirus,Orthoebolavirus restonense,,USA_VA_1989_(813168),VP30 [Reston ebolavirus],287,USA,USA,Homo sapiens,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80318,VP24,Reston ebolavirus,Orthoebolavirus restonense,,USA_VA_1989_(813168),VP24 [Reston ebolavirus],251,USA,USA,Homo sapiens,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80319,L,Reston ebolavirus,Orthoebolavirus restonense,,USA_VA_1989_(813168),L [Reston ebolavirus],2212,USA,USA,Homo sapiens,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1989,2017-06-07,ssRNA(-)
ARU80320,NP,Reston ebolavirus,Orthoebolavirus restonense,,ITA_1992_(806679),NP [Reston ebolavirus],739,Italy,Italy,Macaca fascicularis,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1992,2017-06-07,ssRNA(-)
ARU80321,VP35,Reston ebolavirus,Orthoebolavirus restonense,,ITA_1992_(806679),VP35 [Reston ebolavirus],329,Italy,Italy,Macaca fascicularis,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1992,2017-06-07,ssRNA(-)
ARU80322,VP40,Reston ebolavirus,Orthoebolavirus restonense,,ITA_1992_(806679),VP40 [Reston ebolavirus],331,Italy,Italy,Macaca fascicularis,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1992,2017-06-07,ssRNA(-)
ARU80323,sGP,Reston ebolavirus,Orthoebolavirus restonense,,ITA_1992_(806679),sGP [Reston ebolavirus],367,Italy,Italy,Macaca fascicularis,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1992,2017-06-07,ssRNA(-)
ARU80324,GP,Reston ebolavirus,Orthoebolavirus restonense,,ITA_1992_(806679),GP [Reston ebolavirus],677,Italy,Italy,Macaca fascicularis,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1992,2017-06-07,ssRNA(-)
ARU80325,VP30,Reston ebolavirus,Orthoebolavirus restonense,,ITA_1992_(806679),VP30 [Reston ebolavirus],287,Italy,Italy,Macaca fascicularis,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1992,2017-06-07,ssRNA(-)
ARU80326,VP24,Reston ebolavirus,Orthoebolavirus restonense,,ITA_1992_(806679),VP24 [Reston ebolavirus],251,Italy,Italy,Macaca fascicularis,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1992,2017-06-07,ssRNA(-)
ARU80327,L,Reston ebolavirus,Orthoebolavirus restonense,,ITA_1992_(806679),L [Reston ebolavirus],2212,Italy,Italy,Macaca fascicularis,blood,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1992,2017-06-07,ssRNA(-)
ARU80328,NP,Reston ebolavirus,Orthoebolavirus restonense,,PHL_1992_(806676),NP [Reston ebolavirus],739,Philippines,Philippines,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1992,2017-06-07,ssRNA(-)
ARU80329,VP35,Reston ebolavirus,Orthoebolavirus restonense,,PHL_1992_(806676),VP35 [Reston ebolavirus],329,Philippines,Philippines,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1992,2017-06-07,ssRNA(-)
ARU80330,VP40,Reston ebolavirus,Orthoebolavirus restonense,,PHL_1992_(806676),VP40 [Reston ebolavirus],331,Philippines,Philippines,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1992,2017-06-07,ssRNA(-)
ARU80331,sGP,Reston ebolavirus,Orthoebolavirus restonense,,PHL_1992_(806676),sGP [Reston ebolavirus],367,Philippines,Philippines,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1992,2017-06-07,ssRNA(-)
ARU80332,GP,Reston ebolavirus,Orthoebolavirus restonense,,PHL_1992_(806676),GP [Reston ebolavirus],677,Philippines,Philippines,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1992,2017-06-07,ssRNA(-)
ARU80333,VP30,Reston ebolavirus,Orthoebolavirus restonense,,PHL_1992_(806676),VP30 [Reston ebolavirus],287,Philippines,Philippines,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1992,2017-06-07,ssRNA(-)
ARU80334,VP24,Reston ebolavirus,Orthoebolavirus restonense,,PHL_1992_(806676),VP24 [Reston ebolavirus],251,Philippines,Philippines,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1992,2017-06-07,ssRNA(-)
ARU80335,L,Reston ebolavirus,Orthoebolavirus restonense,,PHL_1992_(806676),L [Reston ebolavirus],2212,Philippines,Philippines,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1992,2017-06-07,ssRNA(-)
ARU80336,NP,Reston ebolavirus,Orthoebolavirus restonense,,USA_TX_1996_(807334),NP [Reston ebolavirus],739,USA,USA,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1996,2017-06-07,ssRNA(-)
ARU80337,VP35,Reston ebolavirus,Orthoebolavirus restonense,,USA_TX_1996_(807334),VP35 [Reston ebolavirus],329,USA,USA,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1996,2017-06-07,ssRNA(-)
ARU80338,VP40,Reston ebolavirus,Orthoebolavirus restonense,,USA_TX_1996_(807334),VP40 [Reston ebolavirus],331,USA,USA,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1996,2017-06-07,ssRNA(-)
ARU80339,sGP,Reston ebolavirus,Orthoebolavirus restonense,,USA_TX_1996_(807334),sGP [Reston ebolavirus],367,USA,USA,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1996,2017-06-07,ssRNA(-)
ARU80340,GP,Reston ebolavirus,Orthoebolavirus restonense,,USA_TX_1996_(807334),GP [Reston ebolavirus],677,USA,USA,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1996,2017-06-07,ssRNA(-)
ARU80341,VP30,Reston ebolavirus,Orthoebolavirus restonense,,USA_TX_1996_(807334),VP30 [Reston ebolavirus],287,USA,USA,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1996,2017-06-07,ssRNA(-)
ARU80342,VP24,Reston ebolavirus,Orthoebolavirus restonense,,USA_TX_1996_(807334),VP24 [Reston ebolavirus],251,USA,USA,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1996,2017-06-07,ssRNA(-)
ARU80343,L,Reston ebolavirus,Orthoebolavirus restonense,,USA_TX_1996_(807334),L [Reston ebolavirus],2212,USA,USA,Macaca fascicularis,"liver, abdominal cavity","Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",1996,2017-06-07,ssRNA(-)
ARU80344,NP,Reston ebolavirus,Orthoebolavirus restonense,,PHL_A_2008_(811411),NP [Reston ebolavirus],739,Philippines,Philippines,Sus scrofa,lung,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",2008,2017-06-07,ssRNA(-)
ARU80345,VP35,Reston ebolavirus,Orthoebolavirus restonense,,PHL_A_2008_(811411),VP35 [Reston ebolavirus],329,Philippines,Philippines,Sus scrofa,lung,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",2008,2017-06-07,ssRNA(-)
ARU80346,VP40,Reston ebolavirus,Orthoebolavirus restonense,,PHL_A_2008_(811411),VP40 [Reston ebolavirus],331,Philippines,Philippines,Sus scrofa,lung,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",2008,2017-06-07,ssRNA(-)
ARU80347,sGP,Reston ebolavirus,Orthoebolavirus restonense,,PHL_A_2008_(811411),sGP [Reston ebolavirus],381,Philippines,Philippines,Sus scrofa,lung,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",2008,2017-06-07,ssRNA(-)
ARU80348,GP,Reston ebolavirus,Orthoebolavirus restonense,,PHL_A_2008_(811411),GP [Reston ebolavirus],677,Philippines,Philippines,Sus scrofa,lung,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",2008,2017-06-07,ssRNA(-)
ARU80349,VP30,Reston ebolavirus,Orthoebolavirus restonense,,PHL_A_2008_(811411),VP30 [Reston ebolavirus],281,Philippines,Philippines,Sus scrofa,lung,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",2008,2017-06-07,ssRNA(-)
ARU80350,VP24,Reston ebolavirus,Orthoebolavirus restonense,,PHL_A_2008_(811411),VP24 [Reston ebolavirus],251,Philippines,Philippines,Sus scrofa,lung,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",2008,2017-06-07,ssRNA(-)
ARU80351,L,Reston ebolavirus,Orthoebolavirus restonense,,PHL_A_2008_(811411),L [Reston ebolavirus],2212,Philippines,Philippines,Sus scrofa,lung,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",2008,2017-06-07,ssRNA(-)
ARU80352,NP,Reston ebolavirus,Orthoebolavirus restonense,,PHL_A_2008_(811412),NP [Reston ebolavirus],739,Philippines,Philippines,Sus scrofa,lymph,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",2008,2017-06-07,ssRNA(-)
ARU80353,VP35,Reston ebolavirus,Orthoebolavirus restonense,,PHL_A_2008_(811412),VP35 [Reston ebolavirus],329,Philippines,Philippines,Sus scrofa,lymph,"Albarino,C.G., Wiggleton Guerrero,L., Jenks,H.M., Chakrabarti,A.K., Ksiazek,T.G., Rollin,P.E., Nichol,S.T., Guerrero,L.W.",2008,2017-06-07,ssRNA(-)
